ID,Difference in M values (SZ - control),P.Value,adj.P.Val,CHR,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,Enhancer,Regulatory_Feature_Group
cg07675184,0.379879138,7.25E-05,0.024764499,10,NA,EMX2OS,Body,chr10:119293917-119297675,Island,NA,
cg22102057,0.741921689,7.25E-05,0.024764499,8,NA,PHYHIP;PHYHIP,Body;Body,,,NA,
cg00566961,-0.82771377,7.26E-05,0.024776747,5,NA,,,,,TRUE,
cg21459460,0.430131354,7.28E-05,0.024793734,21,NA,WRB;WRB,Body;TSS1500,chr21:40757602-40757900,S_Shore,NA,
cg13053817,-0.296812661,7.29E-05,0.024793734,2,NA,,,chr2:113914681-113915396,Island,TRUE,Unclassified_Cell_type_specific
cg17826344,-0.271089762,7.29E-05,0.024793734,19,NA,SHANK1,Body,chr19:51169659-51172023,Island,NA,
cg15979344,-0.197712401,7.29E-05,0.024793734,10,NA,ZFYVE27;ZFYVE27;ZFYVE27,TSS200;TSS200;TSS200,chr10:99496649-99497451,Island,NA,Promoter_Associated
cg09640718,0.305711426,7.32E-05,0.024851138,17,NA,GDPD1;GDPD1;GDPD1,Body;Body;Body,chr17:57298305-57298645,S_Shelf,NA,
cg27215131,0.180975172,7.34E-05,0.024851138,6,NA,,,,,NA,
cg25520249,0.244576714,7.34E-05,0.024851138,19,NA,CYP2S1,Body,chr19:41698743-41699325,S_Shore,NA,Unclassified_Cell_type_specific
cg11124260,-0.417875156,7.35E-05,0.024851138,10,NA,,,,,TRUE,
cg19533322,0.545733048,7.36E-05,0.024851138,10,NA,ADARB2,Body,chr10:1595542-1595792,Island,NA,
cg13089318,0.451218049,7.36E-05,0.024851138,1,NA,,,,,NA,
ch.4.11486815R,-0.362358863,7.37E-05,0.024851138,4,NA,,,,,NA,
cg06196314,-0.610209606,7.37E-05,0.024851138,12,NA,,,,,TRUE,
cg18617958,0.396101946,7.38E-05,0.024851138,2,NA,,,,,TRUE,
cg02205746,-0.222184099,7.38E-05,0.024851138,16,NA,KCTD5,1stExon,chr16:2732272-2732940,Island,NA,Promoter_Associated
cg01222133,-0.322738425,7.39E-05,0.024851138,16,NA,CCDC64B,TSS1500,chr16:3085222-3085469,S_Shore,NA,
cg00597055,0.947172757,7.40E-05,0.024851138,15,NA,CHP;EXD1,TSS200;TSS1500,chr15:41522828-41523732,Island,NA,Promoter_Associated
cg01674405,0.264223549,7.40E-05,0.024851138,9,NA,,,chr9:138873235-138874005,N_Shore,NA,
cg07630035,0.553772923,7.41E-05,0.024851138,6,NA,,,,,NA,Unclassified_Cell_type_specific
cg19197419,-0.553647875,7.41E-05,0.024851138,20,NA,UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C;UBE2C,1stExon;5'UTR;TSS200;Body;Body;Body;Body,chr20:44440946-44441655,Island,NA,Promoter_Associated
cg04347414,0.628447162,7.42E-05,0.024851138,1,NA,PRKCZ;PRKCZ;PRKCZ,Body;Body;Body,chr1:2082314-2082529,S_Shore,NA,Unclassified_Cell_type_specific
cg07271383,-0.507372674,7.44E-05,0.024851138,10,NA,,,,,NA,
cg09137696,-0.399103678,7.45E-05,0.024851138,16,TRUE,MT1A,TSS200,chr16:56671937-56672530,Island,NA,Unclassified_Cell_type_specific
cg21703606,-0.339308156,7.45E-05,0.024851138,12,NA,HOXC4;HOXC5;HOXC5,5'UTR;Body;Body,chr12:54427025-54428709,Island,NA,
cg13475333,0.468238345,7.45E-05,0.024851138,9,NA,,,chr9:139586824-139587048,N_Shore,NA,
cg03335810,0.583449462,7.46E-05,0.024851138,22,NA,CERK,Body,chr22:47081750-47082045,S_Shelf,NA,
cg14715482,0.240760823,7.46E-05,0.024851138,5,NA,Mar-06,Body,,,TRUE,
cg08812692,0.473919107,7.47E-05,0.024851138,5,NA,CLK4,5'UTR,chr5:178053432-178054411,N_Shore,TRUE,
cg24191285,-0.729263946,7.47E-05,0.024851138,17,NA,TRIM65,TSS200,chr17:73892496-73893448,Island,NA,Promoter_Associated
cg25635000,0.312647171,7.47E-05,0.024851138,22,NA,TPST2;MIR548J;TPST2,5'UTR;TSS1500;5'UTR,,,TRUE,
cg22897130,-0.311266325,7.48E-05,0.024851445,10,NA,PAPSS2;PAPSS2;PAPSS2;PAPSS2,1stExon;1stExon;5'UTR;5'UTR,chr10:89419346-89420027,Island,NA,Unclassified_Cell_type_specific
cg01729837,0.382574649,7.48E-05,0.024851445,19,NA,PALM;PALM,Body;Body,chr19:719098-720953,Island,TRUE,Unclassified_Cell_type_specific
cg00428179,0.61439561,7.50E-05,0.0248921,10,NA,ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438;ZNF438,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr10:31320483-31321553,S_Shore,NA,
cg05335944,0.774866531,7.52E-05,0.024931618,10,NA,FRMD4A,Body,,,TRUE,
cg18730174,-0.560641206,7.53E-05,0.024954052,11,NA,LOC399959,Body,,,TRUE,Unclassified
cg23601095,-0.735058386,7.56E-05,0.025000155,6,NA,HIST1H3D,5'UTR,chr6:26197070-26197537,Island,NA,Promoter_Associated
cg13974761,-0.382333874,7.56E-05,0.025000155,1,NA,LCE2A,TSS1500,,,NA,
cg09745812,0.249923923,7.58E-05,0.025020858,6,NA,,,,,NA,
cg07316263,-0.233596306,7.58E-05,0.025020858,16,NA,TRADD;FBXL8,TSS200;5'UTR,chr16:67193546-67194039,Island,NA,Promoter_Associated
cg03392386,0.511121309,7.63E-05,0.025109369,11,NA,IGSF9B,Body,chr11:133800684-133800931,Island,NA,
cg01640606,-0.294713912,7.64E-05,0.025109369,14,NA,,,chr14:61123613-61124613,N_Shelf,NA,
cg13728069,0.453600599,7.64E-05,0.025109369,9,NA,NELF;NELF;NELF;NELF,Body;Body;Body;Body,chr9:140352818-140354044,N_Shore,TRUE,
cg13584244,-0.577672178,7.65E-05,0.025109369,9,NA,GSN;GSN;GSN;GSN;GSN;GSN;GSN,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,,,NA,
cg08946720,0.470453073,7.65E-05,0.025109369,2,NA,TPO;TPO;TPO;TPO,TSS1500;TSS1500;TSS1500;TSS1500,,,NA,
cg23215256,0.25149095,7.65E-05,0.025109369,7,NA,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,Body;Body;Body;Body;Body;Body,chr7:631836-632135,Island,NA,
cg15825186,-0.270693881,7.65E-05,0.025109369,11,NA,DGKZ;DGKZ,5'UTR;1stExon,chr11:46354091-46355190,Island,TRUE,Unclassified_Cell_type_specific
cg18311633,0.55317174,7.69E-05,0.025181308,2,NA,GALNT13,3'UTR,,,NA,
cg16263627,0.27201202,7.69E-05,0.025181308,15,NA,C15orf51,Body,chr15:100339821-100340420,N_Shore,NA,
cg07197823,-0.267122016,7.70E-05,0.025189059,2,TRUE,INHBB,TSS1500,chr2:121101800-121104534,Island,NA,
cg17703554,0.588348171,7.71E-05,0.025189059,8,TRUE,DCAF4L2,TSS200,chr8:88886171-88886445,Island,NA,
cg27054514,0.359053201,7.72E-05,0.025189059,1,NA,MORN1,Body,chr1:2253723-2254758,N_Shore,TRUE,
cg22367310,-0.38228494,7.72E-05,0.025189059,2,NA,,,chr2:241855997-241856201,Island,NA,Unclassified_Cell_type_specific
cg10503655,-0.434701962,7.72E-05,0.025189059,20,NA,,,chr20:45440084-45440347,S_Shelf,TRUE,
cg26153162,0.51723412,7.76E-05,0.025271831,2,NA,CCDC141,TSS1500,,,NA,
cg10364374,-0.594963273,7.76E-05,0.025271831,4,NA,,,,,TRUE,
cg26873329,0.39597399,7.78E-05,0.025301838,5,NA,,,,,NA,
cg07572028,0.511979098,7.79E-05,0.025301838,1,NA,,,,,NA,Unclassified_Cell_type_specific
cg00892368,0.406146428,7.80E-05,0.025301838,6,NA,PPP1R2P1,Body,chr6:32847498-32847846,Island,NA,
cg05007375,-0.21502026,7.80E-05,0.025301838,14,NA,NDUFB1;CPSF2;CPSF2,TSS1500;5'UTR;1stExon,chr14:92587549-92589022,Island,NA,Promoter_Associated
cg22994272,0.387774588,7.81E-05,0.025301838,14,NA,,,,,NA,Unclassified_Cell_type_specific
cg15744111,-0.389350955,7.82E-05,0.025301838,8,NA,CHRNA2,TSS200,,,NA,
cg12380339,-0.338881222,7.82E-05,0.025301838,10,NA,,,chr10:124907283-124911035,Island,NA,Unclassified
cg11131549,0.504203388,7.82E-05,0.025301838,1,NA,TRAF5;TRAF5,5'UTR;5'UTR,chr1:211500151-211500636,S_Shore,NA,Promoter_Associated
cg08949974,0.457448,7.85E-05,0.025354127,4,NA,RBM47,TSS1500,chr4:40631740-40632587,S_Shore,NA,Unclassified_Cell_type_specific
cg04885825,-0.422772773,7.86E-05,0.025356927,1,NA,ROR1;ROR1,Body;Body,,,TRUE,
cg14559409,0.660914627,7.86E-05,0.025356927,10,NA,,,chr10:65930617-65930890,Island,NA,
cg13151361,0.358053195,7.90E-05,0.025422384,2,NA,PRKRA;MIR548N;PRKRA;PRKRA,Body;Body;Body;Body,,,NA,
cg25223263,-0.210959286,7.90E-05,0.025422384,11,NA,ABCG4;ABCG4,TSS200;5'UTR,chr11:119019643-119020887,Island,NA,Unclassified_Cell_type_specific
cg13996395,0.313810471,7.91E-05,0.025422384,18,NA,,,chr18:77138797-77139201,Island,TRUE,Unclassified
cg16458507,-0.319837004,7.91E-05,0.025422384,12,NA,OAS3;OAS3,1stExon;5'UTR,chr12:113376185-113376493,Island,TRUE,Promoter_Associated
cg05526438,0.531823926,7.93E-05,0.025432799,5,NA,,,,,NA,
cg19763108,0.596235039,7.93E-05,0.025432799,3,NA,THRB;THRB;THRB,Body;Body;Body,,,TRUE,
cg08450752,0.69842967,7.94E-05,0.025432799,15,NA,,,chr15:73611173-73611529,Island,TRUE,
cg24083067,-0.540414376,7.94E-05,0.025432799,19,NA,CYTH2;CYTH2;CYTH2;CYTH2,5'UTR;1stExon;1stExon;5'UTR,chr19:48972225-48973157,Island,NA,Promoter_Associated
cg11129341,0.604193865,7.95E-05,0.025432799,11,NA,NAV2;NAV2;NAV2,Body;Body;Body,,,TRUE,
cg27402845,0.342369489,7.95E-05,0.025432799,11,NA,AP2A2,Body,,,NA,Unclassified_Cell_type_specific
cg24689585,0.286052852,7.96E-05,0.025432799,15,NA,CYFIP1;CYFIP1,Body;Body,,,NA,
cg03008165,0.620424189,7.97E-05,0.02544407,11,NA,,,,,NA,
cg16443970,-0.333598788,7.97E-05,0.02544407,10,NA,PAX2;PAX2;PAX2;PAX2;PAX2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,chr10:102503913-102506146,Island,NA,
cg10137253,0.453986932,7.99E-05,0.025470952,14,NA,MIR300,TSS200,,,NA,
cg16506114,0.394751549,8.00E-05,0.025470952,3,NA,,,chr3:96495617-96495982,Island,NA,
cg03897318,0.413931855,8.02E-05,0.025487996,3,NA,TWF2,Body,chr3:52272839-52273631,Island,NA,Unclassified
cg04152675,0.265922532,8.03E-05,0.025487996,2,NA,CASP10;CASP10;CASP10,3'UTR;Body;3'UTR,,,TRUE,
cg26438105,0.628372779,8.03E-05,0.025487996,18,NA,TMEM200C,TSS200,chr18:5890292-5891682,S_Shore,NA,
cg21005226,-0.55873541,8.03E-05,0.025487996,7,NA,,,,,NA,
cg05548393,-0.455322019,8.03E-05,0.025487996,8,NA,SLC30A8,3'UTR,,,NA,
ch.8.112637330R,-0.362607048,8.05E-05,0.025504967,8,NA,,,,,NA,
cg19085699,-0.274316885,8.05E-05,0.025504967,1,NA,C1orf198;C1orf198,5'UTR;TSS200,chr1:231003631-231004655,Island,NA,Promoter_Associated
cg14637144,0.387786026,8.09E-05,0.025573452,3,NA,MFI2;MFI2,Body;Body,,,NA,Unclassified
cg19732469,-0.230786777,8.09E-05,0.025573452,14,NA,PAPOLA,TSS1500,chr14:96968154-96969371,Island,NA,Promoter_Associated
cg04992191,-0.436710195,8.09E-05,0.025573452,1,NA,,,,,TRUE,
cg21140028,0.692499912,8.10E-05,0.025574736,12,NA,PLEKHA5;PLEKHA5,5'UTR;Body,,,TRUE,
cg23997168,0.323226363,8.11E-05,0.025574736,7,NA,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body,,,NA,
cg13179056,0.460206994,8.11E-05,0.025574736,11,NA,,,,,NA,
cg24508611,0.659507501,8.15E-05,0.025660209,4,NA,GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3;GUCY1A3,1stExon;5'UTR;TSS200;5'UTR;5'UTR;1stExon;5'UTR;TSS200;TSS1500;1stExon;1stExon,chr4:156588297-156589292,N_Shore,NA,
ch.11.25488742R,-0.415700355,8.18E-05,0.02574699,11,NA,,,,,NA,
cg05874913,-0.276652933,8.20E-05,0.025766064,2,NA,Mar-07,5'UTR,chr2:160568776-160569679,Island,NA,Promoter_Associated
cg21986422,-0.300499655,8.20E-05,0.025766064,20,NA,CTSA;NEURL2;CTSA;CTSA,TSS200;1stExon;TSS200;TSS200,chr20:44518897-44520361,Island,NA,
cg15459605,-0.429501109,8.23E-05,0.025821764,22,NA,,,chr22:20708651-20716555,S_Shore,NA,
cg11203397,0.709410782,8.23E-05,0.025821764,13,NA,,,,,TRUE,Promoter_Associated
cg17533522,0.401364234,8.26E-05,0.025877292,5,NA,CDH12,5'UTR,,,NA,
cg00355673,-0.214818238,8.27E-05,0.025900191,14,NA,ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,chr14:92572554-92573103,Island,NA,Promoter_Associated
cg13051700,-0.549173957,8.29E-05,0.025926593,7,NA,MAGI2,Body,,,TRUE,
cg15120161,0.61518467,8.30E-05,0.025943783,2,NA,,,,,NA,
ch.7.2186304R,-0.232276453,8.31E-05,0.02594486,7,NA,CUX1;CUX1;CUX1,Body;Body;Body,chr7:101838731-101839597,N_Shore,NA,
cg02009794,0.52445647,8.32E-05,0.02594486,12,NA,,,,,NA,
cg23491599,-0.630114929,8.32E-05,0.02594486,2,NA,KCNJ3,TSS1500,chr2:155554005-155556069,Island,NA,
cg04460285,-0.30235057,8.34E-05,0.025966345,2,NA,CKAP2L,TSS200,chr2:113521918-113522574,Island,NA,Promoter_Associated
ch.5.83977780R,-0.616186531,8.34E-05,0.025966345,5,NA,,,,,NA,
cg09738906,-0.395941837,8.35E-05,0.025966345,15,NA,NR2F2;NR2F2;NR2F2;MIR1469;NR2F2,TSS200;1stExon;Body;TSS1500;TSS1500,chr15:96873408-96877721,Island,NA,
cg00322262,0.674749193,8.36E-05,0.025966345,4,NA,ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2,Body;Body;Body;Body;Body;Body;Body,chr4:8087169-8087449,N_Shore,NA,
cg26899526,0.458911844,8.36E-05,0.025966345,13,NA,MYO16,Body,chr13:109792493-109793699,S_Shore,NA,
cg14189141,-0.629609646,8.38E-05,0.025966345,9,NA,,,chr9:1042417-1042973,Island,NA,Unclassified_Cell_type_specific
cg08015278,-0.482205592,8.39E-05,0.025966345,3,NA,,,,,TRUE,
cg14951292,0.483660926,8.39E-05,0.025966345,16,TRUE,HMOX2;HMOX2;HMOX2;NMRAL1,TSS1500;TSS1500;5'UTR;TSS1500,chr16:4526295-4526927,N_Shore,NA,Promoter_Associated
cg00300090,-0.366487454,8.40E-05,0.025966345,3,NA,SETMAR;SETMAR,1stExon;TSS200,chr3:4345005-4345342,Island,NA,Promoter_Associated
cg08055330,-0.668348417,8.40E-05,0.025966345,9,NA,C9orf86;C9orf86;LOC100131193,Body;Body;TSS1500,chr9:139701953-139703088,S_Shore,NA,
cg24908708,-0.248297201,8.41E-05,0.025966345,8,NA,INTS8;INTS8,1stExon;5'UTR,chr8:95835249-95835932,Island,NA,Promoter_Associated
cg03458763,0.431606153,8.41E-05,0.025966345,8,NA,,,chr8:47528989-47529374,S_Shore,NA,
cg19355182,-0.571046186,8.41E-05,0.025966345,19,NA,PDE4A;PDE4A;PDE4A,Body;TSS200;Body,chr19:10542662-10543120,Island,TRUE,
cg11599505,0.758576974,8.43E-05,0.02598998,20,TRUE,VSTM2L,Body,chr20:36531143-36532133,Island,NA,Unclassified_Cell_type_specific
cg09333889,0.30147088,8.46E-05,0.02606527,11,NA,,,chr11:18210884-18211205,Island,NA,
cg22688241,-0.635601427,8.47E-05,0.026079252,12,NA,KIAA0748;KIAA0748,5'UTR;5'UTR,,,NA,
cg19933320,0.61511616,8.48E-05,0.026079252,7,NA,ZNF107;ZNF107,TSS1500;TSS1500,chr7:64126715-64126994,N_Shore,NA,
cg22939802,-0.218051235,8.49E-05,0.026079252,11,NA,SCN4B;SCN4B,TSS1500;TSS1500,chr11:118023352-118024194,Island,NA,Unclassified_Cell_type_specific
cg00347757,0.583567039,8.49E-05,0.026079252,13,NA,GJB2,TSS1500,chr13:20766208-20767779,S_Shore,NA,
cg20557202,-0.487012898,8.51E-05,0.026117384,19,TRUE,SLC5A5;SLC5A5,5'UTR;1stExon,chr19:17982670-17983821,Island,NA,Unclassified_Cell_type_specific
cg20735069,0.332567717,8.52E-05,0.026129672,6,NA,,,chr6:42694963-42695631,S_Shore,NA,Promoter_Associated_Cell_type_specific
cg11468363,0.401335335,8.55E-05,0.026187799,4,NA,AFF1,5'UTR,chr4:87855873-87857204,S_Shore,NA,Promoter_Associated
cg11007391,0.256606946,8.56E-05,0.026193307,12,NA,MGAT4C,5'UTR,,,NA,
cg23001415,0.57893023,8.57E-05,0.026193307,22,NA,,,chr22:21311336-21312201,Island,TRUE,Unclassified_Cell_type_specific
cg02457085,-0.414863528,8.57E-05,0.026193307,1,NA,CSF1;CSF1;CSF1;CSF1,Body;Body;Body;Body,chr1:110453143-110453889,S_Shelf,NA,
cg11074549,-0.348832082,8.58E-05,0.026193307,14,NA,TMED10,Body,chr14:75642864-75643376,Island,NA,Promoter_Associated
cg04031507,0.433604455,8.58E-05,0.02619419,1,NA,DLGAP3,Body,chr1:35334304-35334506,Island,NA,
cg17046044,-0.355746532,8.60E-05,0.026219511,1,NA,SLC19A2;SLC19A2,5'UTR;1stExon,chr1:169454558-169455577,Island,NA,Promoter_Associated
cg23031969,-0.366315441,8.62E-05,0.026260282,7,NA,RNF216L;RNF216L;RNF216L,Body;Body;Body,chr7:5013508-5014436,Island,NA,Promoter_Associated
cg16971745,-0.836556041,8.64E-05,0.026297954,2,NA,IFIH1,TSS1500,,,NA,Promoter_Associated
cg06444374,0.348893595,8.65E-05,0.026314582,1,NA,,,chr1:38478082-38478727,N_Shelf,NA,
cg08134680,-0.512544222,8.68E-05,0.026379232,1,NA,EPHA10,Body,chr1:38218190-38218977,S_Shelf,NA,Unclassified_Cell_type_specific
cg15021292,0.443736202,8.69E-05,0.026396736,5,TRUE,PIK3R1,TSS1500,,,TRUE,
cg02051981,0.293891967,8.70E-05,0.026396736,1,NA,PAPPA2;PAPPA2,TSS200;TSS200,,,NA,
cg21785536,0.462668976,8.71E-05,0.026426483,3,TRUE,C3orf64,TSS1500,chr3:69062159-69063190,S_Shore,NA,Promoter_Associated
cg17657037,-0.379010958,8.73E-05,0.026450741,19,NA,ITGB1BP3,Body,chr19:3933473-3933816,S_Shore,NA,
cg09197891,-0.223392958,8.74E-05,0.026450741,22,NA,CSNK1E;CSNK1E,5'UTR;TSS200,chr22:38712684-38713333,S_Shore,NA,Promoter_Associated
cg02809746,-0.711485383,8.75E-05,0.026474225,16,NA,,,chr16:49311413-49312308,Island,NA,
cg12633154,-0.830277888,8.78E-05,0.02651204,6,NA,RNF39;RNF39,Body;Body,chr6:30038881-30039477,Island,NA,
cg10259427,0.454633742,8.78E-05,0.02651204,2,NA,MYT1L,Body,,,TRUE,
cg12181028,0.395771687,8.79E-05,0.026542572,12,NA,SFRS8,Body,chr12:132284454-132284685,N_Shelf,TRUE,
cg14414865,0.226018002,8.80E-05,0.026542572,2,NA,,,,,NA,
cg04521409,-0.253591146,8.81E-05,0.026566585,20,NA,ROMO1;NFS1,TSS200;Body,chr20:34286821-34287701,Island,NA,Promoter_Associated
cg11724134,-0.520512893,8.83E-05,0.026595771,6,TRUE,RNF39;RNF39,TSS200;TSS200,chr6:30042918-30043500,S_Shore,NA,Unclassified
cg11354682,-0.645575714,8.84E-05,0.026595963,19,NA,C19orf38,Body,chr19:10981486-10983266,N_Shelf,NA,Unclassified_Cell_type_specific
cg19767562,-0.427763427,8.85E-05,0.026595963,7,NA,TFR2,Body,chr7:100224270-100224558,Island,TRUE,Unclassified
cg13060154,0.256128575,8.86E-05,0.026595963,9,TRUE,DAB2IP,Body,chr9:124461797-124462190,Island,NA,Unclassified_Cell_type_specific
cg07505964,-0.369753851,8.86E-05,0.026595963,17,NA,SKA2;SKA2;MIR301A,Body;Body;TSS1500,chr17:57231855-57232655,N_Shelf,NA,
cg14333542,-0.39922366,8.87E-05,0.026595963,10,NA,,,,,TRUE,
cg02114972,0.231088986,8.90E-05,0.026640368,7,NA,,,chr7:6894259-6895545,N_Shore,NA,
cg16119628,-0.19812265,8.91E-05,0.026640368,10,NA,WAPAL,TSS1500,chr10:88280635-88282089,Island,NA,Promoter_Associated
cg02837162,-0.34520355,8.91E-05,0.026640368,1,NA,,,,,TRUE,
ch.2.47844995F,-0.568046541,8.91E-05,0.026640368,2,NA,,,,,NA,
cg21552290,0.443972469,8.92E-05,0.026640368,6,NA,GABBR1;GABBR1;GABBR1,Body;Body;Body,,,NA,
cg06709066,0.556128332,8.92E-05,0.026640368,8,NA,ZNF7,Body,,,NA,
cg13016528,0.496439548,8.94E-05,0.026666837,6,NA,C6orf136;C6orf136;C6orf136,Body;Body;Body,chr6:30614721-30615643,S_Shore,NA,Promoter_Associated
cg26388730,0.347708506,8.96E-05,0.026718418,11,NA,NRXN2;NRXN2;NRXN2,Body;Body;Body,chr11:64405451-64406006,Island,NA,
cg12400336,0.485931884,8.97E-05,0.026723011,15,NA,TJP1;TJP1,TSS200;TSS200,chr15:30114110-30115215,Island,NA,
cg17985972,-0.569343854,9.01E-05,0.026760124,5,NA,PLCXD3,Body,,,TRUE,
cg23197473,-0.644296547,9.03E-05,0.026760124,20,NA,,,,,NA,Unclassified_Cell_type_specific
cg10201807,-0.216596965,9.03E-05,0.026760124,5,NA,MCTP1,TSS1500,chr5:94619459-94621121,Island,NA,
cg12750103,-0.298834072,9.03E-05,0.026760124,1,NA,MMEL1,Body,chr1:2559892-2561055,N_Shore,NA,Unclassified_Cell_type_specific
cg18527133,-0.500447615,9.04E-05,0.026760124,12,NA,LGR5,Body,chr12:71833192-71834389,S_Shore,NA,
cg11259409,-0.225169232,9.04E-05,0.026760124,11,NA,LOC255512;TOLLIP,Body;TSS1500,chr11:1330390-1331498,Island,NA,Promoter_Associated
cg11493661,-0.462795157,9.05E-05,0.026760124,6,NA,TNXB,Body,,,NA,Unclassified
cg25936770,0.457238448,9.06E-05,0.026760124,7,NA,CADPS2;CADPS2;CADPS2,Body;Body;Body,,,NA,
cg20615344,-0.614124843,9.07E-05,0.026760124,17,NA,,,,,TRUE,Unclassified
cg11383165,0.737297186,9.07E-05,0.026760124,19,NA,SSC5D,Body,chr19:56002140-56002455,Island,NA,Unclassified_Cell_type_specific
cg20820876,0.430762826,9.08E-05,0.026760124,2,NA,,,,,TRUE,Unclassified_Cell_type_specific
cg21789440,0.306833858,9.08E-05,0.026760124,2,NA,,,,,TRUE,
cg23839680,-0.563722336,9.08E-05,0.026760124,7,TRUE,CCT6A;PSPH;CCT6A,TSS1500;5'UTR;TSS1500,chr7:56119045-56119963,N_Shore,NA,
cg06610705,0.597000405,9.09E-05,0.026760124,5,NA,CHSY3,Body,chr5:129239553-129241612,S_Shelf,NA,
cg06022113,0.404752935,9.09E-05,0.026760124,10,NA,CAMK2G;CAMK2G;CAMK2G;CAMK2G;CAMK2G,Body;Body;Body;Body;Body,,,TRUE,
cg04402633,-0.204100908,9.10E-05,0.026760124,11,NA,CDKN1C;CDKN1C;CDKN1C,TSS200;TSS200;TSS200,chr11:2907308-2907675,N_Shore,NA,Unclassified
cg21007089,-0.215231949,9.10E-05,0.026760124,15,NA,INO80;INO80,1stExon;5'UTR,chr15:41408059-41408856,Island,NA,Promoter_Associated
cg05375443,0.348361115,9.12E-05,0.026762356,10,NA,LRIT1,Body,chr10:85997109-85997427,Island,NA,
cg18100007,-0.526983239,9.13E-05,0.026762356,17,NA,RAB11FIP4,Body,chr17:29814614-29815662,Island,TRUE,
cg10226036,-0.69635009,9.13E-05,0.026762356,17,NA,KRT37,TSS1500,,,NA,
cg22550229,0.44242766,9.13E-05,0.026762356,18,NA,,,chr18:13136596-13137564,S_Shore,NA,Promoter_Associated
cg08621418,-0.357476727,9.14E-05,0.026762356,6,NA,HMGN3;HMGN3;HMGN3;HMGN3,5'UTR;5'UTR;1stExon;1stExon,chr6:79943403-79944550,Island,NA,Promoter_Associated
cg26621513,-0.454374615,9.14E-05,0.026762356,12,NA,,,,,TRUE,
cg24119722,0.437066764,9.18E-05,0.026833915,22,NA,LOC339674,TSS1500,chr22:42342407-42343278,S_Shelf,NA,
cg05588757,-0.205339552,9.19E-05,0.02686056,2,NA,ZNF514,TSS1500,chr2:95824802-95825721,Island,NA,Unclassified
cg08697847,-0.313589574,9.20E-05,0.02686056,17,NA,PIK3R6,TSS200,,,NA,Unclassified_Cell_type_specific
cg22022797,0.532476744,9.21E-05,0.02686494,19,NA,SAFB2,Body,chr19:5587685-5587939,Island,NA,
cg26014185,-0.439106841,9.25E-05,0.026960006,6,NA,,,,,TRUE,
ch.1.119678825R,-0.567797012,9.26E-05,0.026968074,1,NA,,,,,NA,
cg06048193,-0.543653971,9.27E-05,0.026996137,13,NA,,,,,TRUE,
cg13507224,-0.429315706,9.29E-05,0.027016181,1,NA,OR10J3,1stExon,,,NA,
cg11259254,-0.636993078,9.29E-05,0.027016181,10,NA,SGMS1,5'UTR,,,TRUE,
cg23641597,-0.413226146,9.30E-05,0.027023665,17,NA,,,,,TRUE,
ch.14.34005785F,-0.761912689,9.31E-05,0.027023944,14,NA,,,,,NA,Unclassified_Cell_type_specific
cg27637706,0.258703788,9.33E-05,0.027023944,1,NA,MEGF6,Body,,,NA,Unclassified_Cell_type_specific
cg20012885,-0.279630184,9.33E-05,0.027023944,18,NA,AFG3L2,TSS1500,chr18:12376538-12377306,S_Shore,NA,Promoter_Associated
cg00850612,0.653440616,9.33E-05,0.027023944,1,NA,KCNAB2;KCNAB2,Body;Body,chr1:6131635-6131985,Island,NA,
cg16951854,0.351290846,9.37E-05,0.027079703,3,NA,RHOA;RHOA;TCTA,1stExon;5'UTR;TSS200,chr3:49448861-49449965,Island,NA,Promoter_Associated
cg17914838,-0.63712467,9.37E-05,0.027079703,7,NA,,,,,NA,
cg13463886,0.436209075,9.37E-05,0.027079703,10,NA,LHPP;LHPP,Body;Body,,,NA,
cg18813390,0.754255461,9.38E-05,0.027079703,4,NA,CPZ;CPZ;CPZ,Body;Body;Body,,,NA,
