Gene Symbol,Differential Expression,Whole-Gene ID,Chromosome,Genomic Coordinates,Whole Gene P-value,Whole Gene Correlation with LSI,Isoform ID,Isoform P-value,Isoform Correlation with LSI,Known Stress Gene?
EMC3,Both,ENSG00000125037.8,chr3,10004221-10052800,0.03549522,-0.520328,ENST00000245046.2,0.011285341,-0.6561592,FALSE
EMC3,Both,ENSG00000125037.8,chr3,10004221-10052800,0.03549522,-0.520328,ENST00000487465.1,0.041115807,0.4942832,FALSE
ZBTB11,Whole-Gene-Only,ENSG00000066422.4,chr3,101367733-101396339,0.046937845,0.3993526,NA,NA,NA,FALSE
NFKBIZ,Both,ENSG00000144802.7,chr3,101546835-101579866,0.00723938,0.6681039,ENST00000465476.1,0.046554313,0.4841069,FALSE
NFKBIZ,Both,ENSG00000144802.7,chr3,101546835-101579866,0.00723938,0.6681039,ENST00000491281.1,0.012659406,0.5757049,FALSE
NFKBIZ,Both,ENSG00000144802.7,chr3,101546835-101579866,0.00723938,0.6681039,ENST00000495089.1,0.018829461,0.6349369,FALSE
IFT57,Isoform-Only,ENST00000264538.3,chr3,107879659-107941417,NA,NA,ENST00000264538.3,0.008394156,-0.5964789,FALSE
DZIP3,Both,ENSG00000198919.8,chr3,108308529-108413693,0.024593106,-0.4891562,ENST00000361582.3,0.032930551,-0.4956512,FALSE
HRH1,Both,ENSG00000196639.6,chr3,11178779-11305243,0.009608299,-0.5836424,ENST00000431010.2,0.016845626,-0.5559602,TRUE
RP11-572C15.6,Whole-Gene-Only,ENSG00000272761.1,chr3,112315641-112320749,0.023405295,0.5151809,NA,NA,NA,FALSE
CD80,Isoform-Only,ENST00000264246.3,chr3,119243140-119278449,NA,NA,ENST00000264246.3,0.049829666,-0.4493478,TRUE
FSTL1,Whole-Gene-Only,ENSG00000163430.5,chr3,120111140-120170100,0.028760739,-0.4860265,NA,NA,NA,TRUE
KALRN,Whole-Gene-Only,ENSG00000160145.11,chr3,123798870-124445172,0.045044015,-0.4469066,NA,NA,NA,TRUE
TSEN2,Whole-Gene-Only,ENSG00000154743.13,chr3,12525931-12581122,0.003260086,-0.5410605,NA,NA,NA,FALSE
TMEM40,Isoform-Only,ENST00000435218.2,chr3,12775415-12800758,NA,NA,ENST00000435218.2,0.025695999,-0.5391133,FALSE
CNBP,Isoform-Only,ENST00000504813.1,chr3,128888412-128902765,NA,NA,ENST00000504813.1,0.030399443,-0.4806672,TRUE
ASTE1,Whole-Gene-Only,ENSG00000034533.7,chr3,130732719-130746493,0.041268351,-0.4457053,NA,NA,NA,FALSE
ACPP,Both,ENSG00000014257.11,chr3,132036211-132087142,0.01196705,0.6029993,ENST00000336375.5,0.02617169,0.5668759,FALSE
AMOTL2,Both,ENSG00000114019.10,chr3,134074716-134094321,0.013086523,-0.5721993,ENST00000422605.2,0.001739596,-0.6589385,FALSE
CEP63,Isoform-Only,ENST00000514678.1,chr3,134266229-134293855,NA,NA,ENST00000514678.1,0.00217641,0.6845296,TRUE
EPHB1,Isoform-Only,ENST00000467013.1,chr3,134316643-134319961,NA,NA,ENST00000467013.1,0.02063413,0.5524142,TRUE
KY,Whole-Gene-Only,ENSG00000174611.7,chr3,134321980-134370478,0.015632683,0.5521406,NA,NA,NA,FALSE
PCCB,Whole-Gene-Only,ENSG00000114054.9,chr3,135969148-136056738,0.043083805,0.4603747,NA,NA,NA,FALSE
ZBTB38,Isoform-Only,ENST00000514251.1,chr3,141106654-141168634,NA,NA,ENST00000514251.1,0.029098391,-0.5439742,FALSE
SLC6A6,Isoform-Only,ENST00000360861.3,chr3,14444106-14530855,NA,NA,ENST00000360861.3,0.04973493,0.4304808,TRUE
CPA3,Whole-Gene-Only,ENSG00000163751.3,chr3,148583043-148614983,0.034059242,-0.474834,NA,NA,NA,FALSE
ARHGEF26,Both,ENSG00000114790.8,chr3,153838792-153975616,0.049026045,-0.442431,ENST00000483068.1,0.022949764,-0.5203543,FALSE
DHX36,Isoform-Only,ENST00000495598.1,chr3,153993818-153995624,NA,NA,ENST00000495598.1,0.035892333,-0.5401695,TRUE
BTD,Whole-Gene-Only,ENSG00000169814.8,chr3,15642848-15687329,0.04953288,0.4584699,NA,NA,NA,FALSE
CCNL1,Isoform-Only,ENST00000474539.1,chr3,156865585-156871617,NA,NA,ENST00000474539.1,0.045911775,0.4826691,TRUE
PTX3,Both,ENSG00000163661.3,chr3,157154578-157161417,0.000719035,0.5997159,ENST00000295927.3,0.002178157,0.600652,TRUE
OXNAD1,Whole-Gene-Only,ENSG00000154814.9,chr3,16306706-16391806,0.038532333,-0.4677533,NA,NA,NA,FALSE
RFTN1,Isoform-Only,ENST00000432519.1,chr3,16357352-16524372,NA,NA,ENST00000432519.1,0.013579861,-0.5964443,FALSE
FNDC3B,Isoform-Only,ENST00000476794.1,chr3,171866325-171905008,NA,NA,ENST00000476794.1,0.011531513,-0.5303349,FALSE
ACTL6A,Whole-Gene-Only,ENSG00000136518.12,chr3,179280668-179306196,0.005146969,-0.6336785,NA,NA,NA,FALSE
MRPL47,Isoform-Only,ENST00000392659.2,chr3,179306619-179322437,NA,NA,ENST00000392659.2,0.045824173,-0.4516154,FALSE
PARL,Isoform-Only,ENST00000317096.4,chr3,183547173-183602695,NA,NA,ENST00000317096.4,0.014000711,-0.5492007,TRUE
EIF2B5,Isoform-Only,ENST00000465218.2,chr3,183860363-183863093,NA,NA,ENST00000465218.2,0.00152765,-0.643,TRUE
EHHADH,Whole-Gene-Only,ENSG00000113790.6,chr3,184908412-184999778,0.032762061,-0.4771627,NA,NA,NA,TRUE
MAP3K13,Whole-Gene-Only,ENSG00000073803.9,chr3,185000729-185206885,0.012611569,-0.5596763,NA,NA,NA,TRUE
TMEM41A,Both,ENSG00000163900.6,chr3,185194284-185216845,0.026857386,-0.4991725,ENST00000421852.1,0.011076987,-0.6028881,FALSE
RP11-573D15.2,Whole-Gene-Only,ENSG00000232233.1,chr3,186528669-186543310,0.048420733,0.4430153,NA,NA,NA,FALSE
TPRG1,Whole-Gene-Only,ENSG00000188001.5,chr3,188665003-189043093,0.044107611,-0.4675262,NA,NA,NA,FALSE
CCDC50,Both,ENSG00000152492.9,chr3,191046866-191116459,0.046815585,-0.4634886,ENST00000392456.3,0.005788261,-0.634929,FALSE
OPA1,Isoform-Only,ENST00000361150.2,chr3,193310933-193415599,NA,NA,ENST00000361150.2,0.036829947,-0.4698788,TRUE
ATP13A3,Whole-Gene-Only,ENSG00000133657.10,chr3,194123401-194219093,0.047284655,-0.5055244,NA,NA,NA,FALSE
LINC00969,Isoform-Only,ENST00000445707.1,chr3,195427192-195438745,NA,NA,ENST00000445707.1,0.00369416,-0.650715,FALSE
MUC4,Both,ENSG00000145113.17,chr3,195473636-195539148,0.042323266,-0.4570669,ENST00000467235.1,0.030238693,-0.4771236,FALSE
RP11-480A16.1,Both,ENSG00000260261.1,chr3,195676059-195679566,0.048678925,-0.4279601,ENST00000570130.1,0.043797303,-0.4541683,FALSE
SDHAP1,Isoform-Only,ENST00000427841.1,chr3,195686792-195717150,NA,NA,ENST00000427841.1,0.044522336,-0.4173459,FALSE
PIGX,Whole-Gene-Only,ENSG00000163964.9,chr3,196366646-196462878,0.018010087,0.5674556,NA,NA,NA,FALSE
NCBP2,Isoform-Only,ENST00000427641.2,chr3,196662305-196669431,NA,NA,ENST00000427641.2,0.017080277,-0.5360873,FALSE
UBE2E2,Whole-Gene-Only,ENSG00000182247.5,chr3,23244511-23633284,0.000771705,-0.7230152,NA,NA,NA,FALSE
WDR48,Isoform-Only,ENST00000466405.1,chr3,39131059-39138155,NA,NA,ENST00000466405.1,0.029455171,-0.5132745,FALSE
GORASP1,Isoform-Only,ENST00000453680.1,chr3,39138156-39149060,NA,NA,ENST00000453680.1,0.00298095,-0.6253666,TRUE
RPSA,Isoform-Only,ENST00000301821.6,chr3,39448180-39454033,NA,NA,ENST00000301821.6,0.006440121,-0.548222,TRUE
LARS2,Whole-Gene-Only,ENSG00000011376.5,chr3,45429998-45590913,0.025603952,-0.5184319,NA,NA,NA,TRUE
XCR1,Both,ENSG00000173578.6,chr3,46058516-46069234,0.005594005,-0.5629161,ENST00000309285.3,0.008293559,-0.5645654,FALSE
FLT1P1,Whole-Gene-Only,ENSG00000229515.1,chr3,46183850-46185169,0.047385119,0.4531959,NA,NA,NA,FALSE
CCR5,Isoform-Only,ENST00000292303.4,chr3,46412345-46417697,NA,NA,ENST00000292303.4,0.002772424,-0.6523912,FALSE
CCRL2,Both,ENSG00000121797.9,chr3,46448654-46454488,0.018139375,-0.5778513,ENST00000400882.2,0.01462228,-0.5448909,FALSE
KIF9,Whole-Gene-Only,ENSG00000088727.8,chr3,47269516-47324941,0.000306158,-0.7490717,NA,NA,NA,FALSE
MAP4,Isoform-Only,ENST00000395734.3,chr3,47892186-48130329,NA,NA,ENST00000395734.3,0.000938793,-0.6558869,FALSE
CAMP,Both,ENSG00000164047.3,chr3,48264837-48266981,0.011064561,0.5270837,ENST00000576243.1,0.014595225,0.5372812,TRUE
PFKFB4,Whole-Gene-Only,ENSG00000114268.7,chr3,48555117-48599448,0.030415274,0.5216344,NA,NA,NA,FALSE
USP19,Isoform-Only,ENST00000398888.2,chr3,49146108-49158371,NA,NA,ENST00000398888.2,0.003342588,-0.6339829,FALSE
GMPPB,Both,ENSG00000173540.8,chr3,49754277-49761384,0.006903271,-0.6039719,ENST00000308375.6,0.031870556,-0.5085575,FALSE
RBM5,Isoform-Only,ENST00000475590.1,chr3,50151462-50154812,NA,NA,ENST00000475590.1,0.025087168,0.5039373,FALSE
BHLHE40,Whole-Gene-Only,ENSG00000134107.4,chr3,5020801-5027008,0.044991217,-0.5525881,NA,NA,NA,TRUE
GNAI2,Isoform-Only,ENST00000468422.1,chr3,50290586-50294123,NA,NA,ENST00000468422.1,0.020035461,0.5472347,TRUE
IFRD2,Whole-Gene-Only,ENSG00000214706.6,chr3,50325163-50330349,0.01007614,-0.5863779,NA,NA,NA,FALSE
GNL3,Both,ENSG00000163938.12,chr3,52715172-52728508,0.048608358,-0.4747783,ENST00000418458.1,0.000140181,-0.7498298,TRUE
TKT,Isoform-Only,ENST00000460343.1,chr3,53259668-53269623,NA,NA,ENST00000460343.1,0.008637575,0.6033715,TRUE
WNT5A,Whole-Gene-Only,ENSG00000114251.9,chr3,55499743-55523973,0.035983491,-0.4245665,NA,NA,NA,FALSE
UBA3,Isoform-Only,ENST00000349511.4,chr3,69103881-69129559,NA,NA,ENST00000349511.4,0.033545211,-0.4792974,FALSE
RAD18,Isoform-Only,ENST00000264926.2,chr3,8918760-9005186,NA,NA,ENST00000264926.2,0.034006005,-0.5115801,TRUE
FILIP1L,Both,ENSG00000168386.14,chr3,99548985-99833357,0.031716241,-0.4742393,ENST00000383694.2,0.010408533,-0.5156297,FALSE
PRRT3,Isoform-Only,ENST00000412055.1,chr3,9987226-9994078,NA,NA,ENST00000412055.1,0.04774011,-0.4757402,FALSE
H2AFZ,Whole-Gene-Only,ENSG00000164032.7,chr4,100869243-100871545,0.01349707,0.6176461,NA,NA,NA,TRUE
BDH2,Whole-Gene-Only,ENSG00000164039.10,chr4,104000592-104021040,0.016580184,-0.5178673,NA,NA,NA,FALSE
PAPSS1,Isoform-Only,ENST00000265174.4,chr4,108534822-108641608,NA,NA,ENST00000265174.4,0.038588798,-0.5320715,FALSE
PITX2,Isoform-Only,ENST00000607868.1,chr4,111538585-111539982,NA,NA,ENST00000607868.1,0.026275471,-0.4979513,FALSE
HS3ST1,Both,ENSG00000002587.5,chr4,11394774-11431389,0.01960592,-0.5615404,ENST00000002596.5,0.026281736,-0.5816779,FALSE
SPON2,Whole-Gene-Only,ENSG00000159674.7,chr4,1160720-1202750,0.030627817,0.5147433,NA,NA,NA,FALSE
MTRNR2L13,Both,ENSG00000270394.1,chr4,117220016-117221520,0.03144348,-0.4760735,ENST00000604093.1,0.030682963,-0.5072763,FALSE
SNHG8,Whole-Gene-Only,ENSG00000269893.2,chr4,119199864-119200978,0.026915166,-0.4582391,NA,NA,NA,FALSE
CTBP1,Isoform-Only,ENST00000503594.1,chr4,1205473-1208250,NA,NA,ENST00000503594.1,0.036098587,-0.4980846,FALSE
TBC1D9,Isoform-Only,ENST00000442267.2,chr4,141541919-141677274,NA,NA,ENST00000442267.2,0.045787417,-0.5107569,FALSE
ABCE1,Isoform-Only,ENST00000296577.4,chr4,146019084-146050331,NA,NA,ENST00000296577.4,0.032278272,-0.4998791,FALSE
ZNF827,Both,ENSG00000151612.11,chr4,146678779-146859787,0.031277938,-0.4590995,ENST00000508784.1,0.03039691,-0.4887793,FALSE
SLC10A7,Whole-Gene-Only,ENSG00000120519.10,chr4,147175127-147443123,0.017690136,-0.5303864,NA,NA,NA,FALSE
ARHGAP10,Both,ENSG00000071205.7,chr4,148653214-148993931,0.022054727,-0.5344337,ENST00000336498.3,0.025012339,-0.5221544,FALSE
NR3C2,Whole-Gene-Only,ENSG00000151623.10,chr4,148999913-149365850,0.001018655,-0.6856906,NA,NA,NA,TRUE
TMEM154,Both,ENSG00000170006.7,chr4,153539784-153601317,0.014541357,0.6233476,ENST00000304385.3,0.035124988,0.6284055,FALSE
FHDC1,Whole-Gene-Only,ENSG00000137460.4,chr4,153857504-153900848,0.047132561,0.4277807,NA,NA,NA,FALSE
MTND1P22,Both,ENSG00000251407.1,chr4,156384025-156384975,0.022320835,-0.5244466,ENST00000510572.1,0.033106124,-0.5371466,FALSE
CTSO,Both,ENSG00000256043.2,chr4,156845270-156875069,0.04262749,-0.5000484,ENST00000433477.3,0.04769552,-0.5008823,FALSE
RP11-205M3.3,Both,ENSG00000248319.1,chr4,170838912-170897053,0.018083141,0.54295,ENST00000508313.1,0.043884155,0.5439911,FALSE
AC016773.1,Both,ENSG00000218422.2,chr4,1741078-1743830,0.019420729,0.5201466,ENST00000404054.2,0.031715056,0.510824,FALSE
HPGD,Isoform-Only,ENST00000296522.6,chr4,175411328-175444049,NA,NA,ENST00000296522.6,0.006765441,-0.5709368,TRUE
SPCS3,Isoform-Only,ENST00000507678.1,chr4,177241142-177249557,NA,NA,ENST00000507678.1,0.004327911,0.6544341,FALSE
DCTD,Whole-Gene-Only,ENSG00000129187.10,chr4,183811213-183839089,0.034517356,-0.5752953,NA,NA,NA,FALSE
CDKN2AIP,Whole-Gene-Only,ENSG00000168564.5,chr4,184365744-184369351,0.026108961,-0.5002093,NA,NA,NA,TRUE
RP11-701P16.2,Whole-Gene-Only,ENSG00000251139.1,chr4,185734773-185742443,0.028468311,0.4966422,NA,NA,NA,FALSE
PDLIM3,Whole-Gene-Only,ENSG00000154553.9,chr4,186422851-186456766,0.038112572,-0.4584825,NA,NA,NA,TRUE
SORBS2,Both,ENSG00000154556.13,chr4,186506598-186877806,0.028545131,-0.5012224,ENST00000448662.2,0.024407265,-0.5285757,TRUE
PPARGC1A,Both,ENSG00000109819.4,chr4,23756664-23905712,0.017714398,-0.506262,ENST00000264867.2,0.0401843,-0.4607466,TRUE
CCDC149,Isoform-Only,ENST00000504487.1,chr4,24807739-24914508,NA,NA,ENST00000504487.1,0.039953318,-0.4790435,FALSE
NOP14-AS1,Whole-Gene-Only,ENSG00000249673.2,chr4,2936626-2963465,0.047825277,-0.4694872,NA,NA,NA,FALSE
C4orf19,Isoform-Only,ENST00000284437.6,chr4,37585855-37593448,NA,NA,ENST00000284437.6,0.034870557,-0.4439575,FALSE
TLR10,Whole-Gene-Only,ENSG00000174123.6,chr4,38773860-38784611,0.007570571,0.6351413,NA,NA,NA,FALSE
TLR1,Isoform-Only,ENST00000510552.1,chr4,38792298-38796254,NA,NA,ENST00000510552.1,0.04295246,0.4720468,FALSE
UBE2K,Isoform-Only,ENST00000445950.2,chr4,39699796-39781603,NA,NA,ENST00000445950.2,0.02474121,-0.4940591,TRUE
ATP8A1,Whole-Gene-Only,ENSG00000124406.12,chr4,42410390-42659122,0.048678822,0.4755,NA,NA,NA,TRUE
STX18,Isoform-Only,ENST00000515687.1,chr4,4421061-4425550,NA,NA,ENST00000515687.1,0.009274304,-0.5896547,TRUE
MTND6P16,Both,ENSG00000249893.1,chr4,65474623-65475142,0.022013823,-0.520289,ENST00000504006.1,0.032914609,-0.504315,FALSE
MRFAP1L1,Isoform-Only,ENST00000500563.2,chr4,6709428-6711554,NA,NA,ENST00000500563.2,0.008239393,-0.5810186,FALSE
TBC1D14,Isoform-Only,ENST00000410031.1,chr4,6955947-7034841,NA,NA,ENST00000410031.1,0.019639771,-0.5047808,FALSE
GRPEL1,Isoform-Only,ENST00000509696.1,chr4,7062415-7066068,NA,NA,ENST00000509696.1,0.043943847,-0.4806572,FALSE
SMR3B,Both,ENSG00000171201.6,chr4,71235810-71255961,0.034516569,-0.4665681,ENST00000304915.3,0.034114683,-0.4846423,FALSE
IGJ,Both,ENSG00000132465.6,chr4,71521258-71547534,0.011382097,-0.5236433,ENST00000254801.4,0.008092349,-0.5803381,FALSE
RUFY3,Isoform-Only,ENST00000226328.4,chr4,71587728-71659274,NA,NA,ENST00000226328.4,0.034910072,-0.4701217,FALSE
GRSF1,Isoform-Only,ENST00000506453.1,chr4,71686416-71698934,NA,NA,ENST00000506453.1,0.03119225,-0.5092933,FALSE
COX18,Isoform-Only,ENST00000449739.2,chr4,73921797-73935458,NA,NA,ENST00000449739.2,0.025148699,-0.5131623,FALSE
CXCL5,Both,ENSG00000163735.6,chr4,74861359-74864496,0.005795143,-0.5458127,ENST00000296027.4,0.006949594,-0.5685164,TRUE
CXCL3,Both,ENSG00000163734.4,chr4,74902306-74904524,0.01082589,-0.5867051,ENST00000296026.4,0.002144208,-0.6302189,FALSE
SHROOM3,Both,ENSG00000138771.10,chr4,77356253-77704406,0.033781579,-0.4878518,ENST00000296043.6,0.025242883,-0.5403983,TRUE
CCNG2,Isoform-Only,ENST00000509972.1,chr4,78079579-78086163,NA,NA,ENST00000509972.1,0.036562046,-0.4401744,FALSE
CXCL13,Both,ENSG00000156234.7,chr4,78432907-78532988,0.035358916,-0.4466847,ENST00000286758.4,0.036143165,-0.4637831,FALSE
PRDM8,Isoform-Only,ENST00000504452.1,chr4,81105439-81125483,NA,NA,ENST00000504452.1,0.041615729,-0.4233191,FALSE
RASGEF1B,Whole-Gene-Only,ENSG00000138670.12,chr4,82347547-82965397,0.027725293,-0.5106717,NA,NA,NA,TRUE
ENOPH1,Whole-Gene-Only,ENSG00000145293.10,chr4,83351715-83382244,0.025589179,-0.5153533,NA,NA,NA,FALSE
SEC31A,Whole-Gene-Only,ENSG00000138674.12,chr4,83739814-83822319,0.035049419,-0.5293785,NA,NA,NA,TRUE
SPP1,Both,ENSG00000118785.9,chr4,88896819-88904562,0.000898093,-0.6410927,ENST00000237623.7,0.006282556,-0.5749433,TRUE
SPP1,Both,ENSG00000118785.9,chr4,88896819-88904562,0.000898093,-0.6410927,ENST00000395080.3,0.010877553,-0.5681569,TRUE
SNCA,Whole-Gene-Only,ENSG00000145335.11,chr4,90645250-90759466,0.004036823,-0.6281062,NA,NA,NA,TRUE
PDLIM5,Both,ENSG00000163110.10,chr4,95373037-95589377,0.034019368,-0.4908526,ENST00000508216.1,0.042352682,-0.4505163,TRUE
PDLIM5,Both,ENSG00000163110.10,chr4,95373037-95589377,0.034019368,-0.4908526,ENST00000511767.1,0.015552821,-0.5463071,TRUE
SLCO4C1,Whole-Gene-Only,ENSG00000173930.8,chr5,101569690-101632253,0.04067352,0.4677547,NA,NA,NA,TRUE
ROPN1L,Whole-Gene-Only,ENSG00000145491.7,chr5,10441636-10472141,0.038910156,0.4642208,NA,NA,NA,FALSE
NREP,Isoform-Only,ENST00000257435.7,chr5,111064993-111092955,NA,NA,ENST00000257435.7,0.038969468,-0.494953,FALSE
ZNF608,Whole-Gene-Only,ENSG00000168916.11,chr5,123972608-124084500,0.033267391,0.4895611,NA,NA,NA,FALSE
PRRC1,Both,ENSG00000164244.16,chr5,126853301-126890781,0.017145385,-0.5712355,ENST00000296666.8,0.024548205,-0.5064509,FALSE
ISOC1,Both,ENSG00000066583.7,chr5,128430444-128449721,0.007741962,0.5473303,ENST00000173527.5,0.041662232,0.4695501,FALSE
KIF3A,Whole-Gene-Only,ENSG00000131437.11,chr5,132028320-132073330,0.009365987,0.53273,NA,NA,NA,TRUE
ZCCHC10,Isoform-Only,ENST00000324170.3,chr5,132332677-132362296,NA,NA,ENST00000324170.3,0.042899302,-0.4654175,FALSE
MTND5P11,Both,ENSG00000248923.1,chr5,134260338-134262149,0.04022507,-0.4784109,ENST00000511037.1,0.049919096,-0.4976005,FALSE
CTC-349C3.1,Whole-Gene-Only,ENSG00000224186.4,chr5,134368970-134691744,0.041754816,-0.4841549,NA,NA,NA,FALSE
CDC23,Isoform-Only,ENST00000394886.2,chr5,137523339-137549032,NA,NA,ENST00000394886.2,0.031177379,-0.5065567,TRUE
FAM53C,Isoform-Only,ENST00000511024.1,chr5,137673955-137678712,NA,NA,ENST00000511024.1,0.027694837,0.5134588,FALSE
HSPA9,Isoform-Only,ENST00000512328.1,chr5,137891736-137894320,NA,NA,ENST00000512328.1,0.045806335,-0.4267436,TRUE
CTNNA1,Both,ENSG00000044115.16,chr5,137946656-138270723,0.029681381,-0.5659407,ENST00000540387.1,0.02698645,-0.6052687,TRUE
UBE2D2,Isoform-Only,ENST00000511725.1,chr5,138906016-139006440,NA,NA,ENST00000511725.1,0.029061288,0.4875045,FALSE
UBE2D2,Isoform-Only,ENST00000398734.4,chr5,138941311-139007271,NA,NA,ENST00000398734.4,0.046698882,-0.4550226,FALSE
CXXC5,Isoform-Only,ENST00000302517.3,chr5,139027877-139063467,NA,NA,ENST00000302517.3,0.025136636,-0.5092478,FALSE
PFDN1,Isoform-Only,ENST00000261813.4,chr5,139624624-139682706,NA,NA,ENST00000261813.4,0.024382911,-0.5095077,FALSE
HBEGF,Isoform-Only,ENST00000482211.2,chr5,139713109-139714715,NA,NA,ENST00000482211.2,0.000211669,-0.6862461,TRUE
ANKHD1,Isoform-Only,ENST00000495578.1,chr5,139916634-139917847,NA,NA,ENST00000495578.1,0.015146535,0.5506664,FALSE
HDAC3,Isoform-Only,ENST00000469550.2,chr5,141000443-141014731,NA,NA,ENST00000469550.2,0.016904288,0.4740874,FALSE
RELL2,Whole-Gene-Only,ENSG00000164620.4,chr5,141016517-141020644,0.00397583,0.6226552,NA,NA,NA,FALSE
FCHSD1,Isoform-Only,ENST00000522126.1,chr5,141020549-141030684,NA,NA,ENST00000522126.1,0.019435233,0.5285559,FALSE
FCHSD1,Isoform-Only,ENST00000522783.1,chr5,141020554-141030943,NA,NA,ENST00000522783.1,0.010835589,-0.5669103,FALSE
FCHSD1,Isoform-Only,ENST00000518160.1,chr5,141020776-141022271,NA,NA,ENST00000518160.1,0.013428544,-0.4517466,FALSE
ARAP3,Whole-Gene-Only,ENSG00000120318.11,chr5,141032968-141061788,0.032660995,0.5159644,NA,NA,NA,FALSE
GNPDA1,Isoform-Only,ENST00000311337.6,chr5,141380234-141392596,NA,NA,ENST00000311337.6,0.001106799,-0.6137527,FALSE
ANKH,Both,ENSG00000154122.8,chr5,14704910-14871887,0.024277225,-0.4956969,ENST00000284268.6,0.008315283,-0.6030731,FALSE
SH3TC2,Whole-Gene-Only,ENSG00000169247.7,chr5,148303202-148442726,0.021781483,-0.5243682,NA,NA,NA,FALSE
HMGXB3,Isoform-Only,ENST00000502717.1,chr5,149380281-149432386,NA,NA,ENST00000502717.1,0.012026499,-0.6260899,FALSE
TCOF1,Whole-Gene-Only,ENSG00000070814.13,chr5,149737202-149779871,0.021588839,0.6039524,NA,NA,NA,TRUE
CD74,Isoform-Only,ENST00000377795.3,chr5,149781200-149792332,NA,NA,ENST00000377795.3,0.037309066,-0.5138753,FALSE
CD74,Isoform-Only,ENST00000517752.1,chr5,149784049-149792309,NA,NA,ENST00000517752.1,0.019310552,-0.5311989,FALSE
ANXA6,Isoform-Only,ENST00000523714.1,chr5,150480670-150521201,NA,NA,ENST00000523714.1,0.025690575,-0.506639,TRUE
ADAM19,Isoform-Only,ENST00000394020.1,chr5,156904312-157002768,NA,NA,ENST00000394020.1,0.010327565,-0.6000246,TRUE
ATP10B,Isoform-Only,ENST00000327245.5,chr5,159990127-160279219,NA,NA,ENST00000327245.5,0.011422021,-0.522935,FALSE
WWC1,Both,ENSG00000113645.9,chr5,167718656-167899308,0.025369046,-0.5183924,ENST00000265293.4,0.003996752,-0.6259034,TRUE
WWC1,Both,ENSG00000113645.9,chr5,167718656-167899308,0.025369046,-0.5183924,ENST00000524038.1,0.019198773,-0.5511154,TRUE
CTC-558O2.1,Whole-Gene-Only,ENSG00000254042.1,chr5,168133572-168147889,0.041307978,0.4737483,NA,NA,NA,FALSE
NPM1,Isoform-Only,ENST00000523339.1,chr5,170814856-170817167,NA,NA,ENST00000523339.1,0.016158467,-0.5470039,TRUE
NEURL1B,Both,ENSG00000214357.4,chr5,172068269-172118543,0.007043554,-0.588821,ENST00000369800.5,0.011468215,-0.5797413,FALSE
DUSP1,Whole-Gene-Only,ENSG00000120129.5,chr5,172195093-172198198,0.020761183,0.5677672,NA,NA,NA,TRUE
CLTB,Isoform-Only,ENST00000510734.1,chr5,175819650-175843540,NA,NA,ENST00000510734.1,0.00049668,-0.6184416,TRUE
PRELID1,Isoform-Only,ENST00000510797.1,chr5,176730812-176733154,NA,NA,ENST00000510797.1,0.026163764,0.5131973,FALSE
F12,Whole-Gene-Only,ENSG00000131187.5,chr5,176829141-176836577,0.047573993,0.4474736,NA,NA,NA,FALSE
MGAT1,Isoform-Only,ENST00000333055.3,chr5,180217541-180242541,NA,NA,ENST00000333055.3,0.000510727,-0.6936295,FALSE
LINC00847,Whole-Gene-Only,ENSG00000245060.2,chr5,180257957-180262726,0.017162061,-0.5709953,NA,NA,NA,FALSE
GNB2L1,Isoform-Only,ENST00000504325.1,chr5,180663926-180670889,NA,NA,ENST00000504325.1,0.049737183,0.4459024,TRUE
GNB2L1,Isoform-Only,ENST00000514455.1,chr5,180663928-180665663,NA,NA,ENST00000514455.1,0.036910216,-0.4572495,TRUE
AC138035.2,Whole-Gene-Only,ENSG00000238035.4,chr5,180733503-180755068,0.029694775,-0.4885783,NA,NA,NA,FALSE
PDCD6,Both,ENSG00000249915.3,chr5,271736-353971,0.024146559,-0.5683426,ENST00000507528.1,0.021682869,-0.4955873,TRUE
PDCD6,Both,ENSG00000249915.3,chr5,271736-353971,0.024146559,-0.5683426,ENST00000511482.1,0.010512237,-0.5145738,TRUE
RAD1,Both,ENSG00000113456.14,chr5,34905369-34919094,0.019057336,0.5579184,ENST00000382038.2,0.013980029,0.6598271,FALSE
NUP155,Isoform-Only,ENST00000231498.3,chr5,37288239-37371283,NA,NA,ENST00000231498.3,0.007749454,-0.6607793,FALSE
PAIP1,Isoform-Only,ENST00000436644.2,chr5,43527194-43557195,NA,NA,ENST00000436644.2,0.02097448,-0.5245842,FALSE
NDUFS4,Isoform-Only,ENST00000296684.5,chr5,52856465-52979168,NA,NA,ENST00000296684.5,0.045499535,-0.4740656,TRUE
GAPT,Both,ENSG00000175857.4,chr5,57787262-57792917,0.011167925,0.5608228,ENST00000318469.2,0.03327018,0.5044409,FALSE
PDE4D,Isoform-Only,ENST00000340635.6,chr5,58264865-59189625,NA,NA,ENST00000340635.6,0.024521284,-0.4945029,TRUE
ELOVL7,Isoform-Only,ENST00000425382.1,chr5,60047619-60140101,NA,NA,ENST00000425382.1,0.044477786,-0.4642811,TRUE
MED10,Isoform-Only,ENST00000255764.3,chr5,6371994-6378707,NA,NA,ENST00000255764.3,0.031617421,-0.53174,FALSE
RP11-1198D22.2,Both,ENSG00000254276.1,chr5,70529154-70530335,0.009837224,-0.5431924,ENST00000521765.1,0.013760975,-0.537116,FALSE
